"식사코드	급식일자	요리명"
"3	20200701	자장덮밥5.6.10.13.16.<br/>짬뽕국1.5.6.9.10.13.17.18.<br/>의성마늘 갈비 롤만두1.5.6.10.16.18.<br/>오이도라지무침5.6.13.<br/>배추김치9.<br/>바나나"
"1	20200702	찹쌀밥<br/>딸기크림도지마롤*1.2.5.6.<br/>참치김치찌개5.6.9.<br/>달걀장조림1.5.6.10.13.<br/>스팸구이/케첩*1.2.5.6.10.12.13.15.16.<br/>복숭아음료(돌피치)11.13."
"2	20200702	찰보리밥<br/>쫄면채소무침*5.6.13.<br/>등뼈우거지국5.6.10.<br/>가자미살빵가루튀김2.5.6.13.<br/>깍두기9.<br/>파인마요소스1.5.13.<br/>엔요2."
"3	20200702	김가루밥5.<br/>열무물냉면(동치미육수)1.3.5.6.9.13.16.<br/>닭장각오븐구이15.<br/>깍두기9.<br/>조각파인애플"
"1	20200703	찹쌀밥<br/>황태감자달걀국*1.<br/>연탄오리불고기(매콤)/파채/깻잎5.<br/>볶음김치5.9.13.<br/>허쉬드링크초콜렛2.<br/>김구이"
"2	20200703	완두콩밥<br/>로제크림소스스파게티1.2.5.6.10.12.13.<br/>열무해물된장국5.6.8.9.16.17.18.<br/>매콤돼지갈비떡찜*5.6.10.13.<br/>시금치옥수수알무침(자율)5.6.<br/>배추김치9.<br/>골드파인애플(50g)"
"3	20200703	흑미밥<br/>들깨수제비국5.6.<br/>순대야채볶음2.5.6.10.13.16.<br/>햄야채계란말이1.2.5.6.10.15.16.<br/>배추김치9.<br/>수박"
"1	20200706	찹쌀밥<br/>대만샌드위치(햄치즈)1.2.5.6.10.13.15.16.<br/>찐만두(한섬)1.5.6.10.16.18.<br/>깍두기9.<br/>자장덮밥소스*5.6.10.13.16.<br/>스위트플럼주스13."
"2	20200706	강황쌀밥<br/>칼슘우리밀초코조각케익1.2.5.6.<br/>쇠고기미역국(참기름)5.6.9.16.<br/>꼬들무채장아찌13.<br/>떡잡채*5.6.10.13.18.<br/>돈육버섯고추장불고기5.6.10.13.18.<br/>깍두기9."
"3	20200706	찹쌀밥<br/>부대찌개1.2.5.6.9.10.12.13.15.16.<br/>찹쌀콩멸치볶음5.6.13.<br/>돈육메추리알장조림1.5.6.10.13.<br/>파래김자반5.<br/>석박지9.<br/>엔요1002."
"1	20200707	달걀밥(간장+참기름/조)1.5.6.<br/>호박잎감자된장국5.6.9.<br/>옛날소시지/케첩2.5.6.10.12.15.16.<br/>모닝빵&딸기잼1.2.5.6.13.<br/>비요뜨(초코링)2."
"2	20200707	찰보리밥<br/>메기주꾸미쑥갓탕5.6.9.17.18.<br/>진미채견과볶음2.4.5.6.13.14.17.19.<br/>치커리사과무침(오렌지소스)1.2.5.6.<br/>수제김치함박스테이크*1.2.5.6.9.10.12.13.15.16.<br/>나박김치9.<br/>상큼한사과주스(이츠웰)13."
"3	20200707	흑미밥<br/>쇠고기무국5.6.16.<br/>연두부찜5.6.<br/>콩나물무침5.<br/>치즈불닭2.5.6.12.13.<br/>깍두기9.<br/>양념장5.6."
"1	20200708	카레새우볶음밥1.2.5.6.9.10.12.13.15.16.<br/>미소미역된장국5.6.9.<br/>리얼치즈블럭돈까스/소스1.2.5.6.10.11.12.13.16.18.<br/>총각김치9.<br/>딸기우유2.<br/>콘시리얼바견과바1.5.6.8.12."
"2	20200708	김밥멸치주먹밥(크림마요)1.2.5.6.9.10.13.15.16.18.<br/>모듬꼬치어묵국1.5.6.7.13.18.<br/>매콤허니콤보1.4.5.6.12.13.15.16.18.<br/>석박지9.<br/>(+카사바칩)6.<br/>자두"
"3	20200708	흑미밥<br/>건새우무국9.<br/>토마토구슬치즈샐러드2.5.6.12.<br/>미나리무생채5.6.13.<br/>새송이&통마늘구이2.<br/>한돈소금구이5.6.10.13.18.<br/>보쌈김치9."
"1	20200709	삼겹살김치볶음밥*2.9.10.13.<br/>링츄러스1.2.5.6.<br/>맑은콩나물국5.9.<br/>닭봉소금구이1.2.5.6.12.13.15.<br/>총각김치9.<br/>짜요짜요(딸기)2."
"2	20200709	현미찹쌀밥<br/>근대콩나물된장국5.6.9.18.<br/>연탄오리불고기(매콤)/파채/깻잎5.<br/>저염고등어카레구이2.5.6.7.12.13.16.18.<br/>열무김치9.<br/>바나나(생과)"
"3	20200709	비빔밥5.6.10.13.<br/>팽이버섯된장국5.6.<br/>치즈떡&비엔나케첩볶음2.5.6.10.12.13.15.16.<br/>계란후라이1.5.<br/>배추김치9.<br/>워터멜론에이드13."
"1	20200710	찹쌀밥<br/>소면설렁탕*1.5.16.<br/>베이컨감자채볶음@5.10.<br/>달걀말이*1.2.5.6.10.12.15.16.<br/>석박지9.<br/>후룻볼(복숭아)11.13."
"2	20200710	추가밥<br/>자장면*5.6.10.13.16.<br/>짬뽕국*5.6.9.10.13.17.18.<br/>꼬들단무지무침<br/>배추김치9.<br/>오렌지주스(요거얌얌)13.<br/>치즈소시지핫도그1.2.5.6.10.15.18."
"3	20200710	찹쌀밥<br/>차승원표닭곰탕&당면사리5.6.15.<br/>토마토소스등갈비구이5.10.12.13.16.<br/>고구마맛탕5.13.<br/>석박지9.<br/>빠삐코(초코)1.2.5."
"1	20200713	파인애플카레라이스(조)2.5.6.10.12.13.16.<br/>팽이버섯미소장국5.<br/>초코몬드(인절미) 2.5.<br/>치킨브리또(피자또띠아)1.2.5.6.15.<br/>깍두기9.<br/>쁘띠첼(망고)"
"2	20200713	강황쌀밥<br/>호박잎감자된장국5.6.9.<br/>돈육달걀장조림1.5.6.10.13.<br/>양념깻잎지*5.6.13.<br/>망고토마토샐러드/키위D1.2.5.6.12.<br/>해물우동볶음@5.6.9.12.13.17.18.<br/>배추겉절이9."
"3	20200713	흑미밥<br/>등뼈감자탕5.6.10.<br/>계란찜1.2.13.<br/>온두부/참치김치볶음5.6.10.13.<br/>석박지9.<br/>천사채샐러드1.5.6.8.13."
"1	20200714	찹쌀밥<br/>쇠고기떡국(조)1.5.6.9.16.<br/>임실고구마치즈롤1.2.5.6.10.15.16.18.<br/>감자채햄볶음(조)1.2.5.6.10.15.16.<br/>비엔나치즈떡볶음(응원볼)6.10.12.13.15.16.18.1.2.5.<br/>깍두기9.<br/>에이요요구르트(프로바이오틱)2."
"2	20200714	기장쌀밥<br/>소면설렁탕*1.5.16.<br/>아삭이고추쌈장무침2.4.5.6.13.14.19.<br/>삼색묵김무침5.6.<br/>오징어김치전1.5.6.9.10.16.17.18.<br/>석박지9.<br/>수박"
"3	20200714	쇠고기콩나물밥5.16.<br/>탕수육/후르츠소스1.5.6.10.11.12.13.<br/>생김구이5.6.<br/>꼬치없는 떡꼬치2.5.6.10.12.13.15.16.<br/>두부김치국5.9.<br/>열무김치9.<br/>양념장5.6."
"1	20200715	찹쌀밥<br/>우리밀허니카스테라1.2.5.6.<br/>어묵김치볶음1.5.6.9.13.<br/>수제언양식숯불고기/소스*1.2.5.6.10.11.12.13.15.16.18.<br/>메론두유(삼육)5.<br/>김구이(개별)"
"2	20200715	산채비빔밥5.16.<br/>우렁감자된장찌개(고)5.6.<br/>한우약고추장10.13.16.<br/>달걀후라이*1.5.<br/>라이스틱/바베큐소스1.2.5.6.12.13.<br/>배추겉절이9.<br/>제주감귤주스13."
"3	20200715	닭갈비비빔밥5.6.9.13.15.<br/>콩가루배추국5.6.<br/>명엽채볶음5.6.13.18.<br/>오꼬노미야끼1.5.6.9.10.13.17.<br/>깍두기9.<br/>조각파인애플"
"1	20200716	오므라이스/지단포함1.2.5.6.10.12.13.15.16.18.<br/>오므라이스소스*1.2.5.6.11.12.13.16.18.<br/>우리밀우리쌀초코파이1.2.5.6.<br/>두부김치국5.6.9.<br/>치킨너겟/머스터드1.2.5.6.15.<br/>깍두기9.<br/>위편한구트(매일)2."
"2	20200716	기장쌀밥<br/>전복닭장각삼계탕15.18.<br/>콩나물부추무침5.<br/>순대채소볶음*2.5.6.10.13.16.<br/>깍두기9.<br/>메로나튜브1.2.5.13."
"3	20200716	적은양 찹쌀밥<br/>잔치국수1.5.6.9.13.<br/>한돈수육5.6.10.<br/>무말랭이김치<br/>레몬무쌈<br/>보쌈김치9.<br/>뽕따 소다맛1.2.5.13."
"1	20200717	찹쌀밥/김자반5.<br/>쇠고기양송이죽5.6.7.13.16.18.<br/>바베큐닭다리살꼬치5.6.15.<br/>깍두기9.<br/>길거리토스트1.2.5.6.10.12.15.16.<br/>워터젤리(망고)"
"2	20200717	홍국쌀밥<br/>참치김치찌개5.6.9.<br/>황도파인샐러드/키위D1.2.5.6.11.<br/>통등심돈까스/소스1.2.5.6.10.11.12.13.16.18.<br/>모듬채소피클<br/>엔요2.<br/>옥수수버터구이/어니언시즈닝1.2.5.6."
"3	20200717	햄치즈밥버거1.2.5.6.9.10.13.15.16.<br/>쇠고기떡국1.16.<br/>크링클컷/케첩5.6.12.<br/>깍두기9.<br/>짜먹는요구르트2.<br/>우리쌀 크런치 찹쌀떡(돼지바)6."
"1	20200720	찹쌀밥<br/>카카오크런치뚱카롱1.2.5.6.<br/>아욱수제비국*5.6.<br/>오리훈제/숯불소스1.2.5.6.<br/>스크램블드에그(조)1.2.5.6.10.15.16.<br/>보쌈김치9.<br/>사케이요구르트2."
"2	20200720	차조쌀밥<br/>김치가마보꼬어묵국1.5.6.9.<br/>우렁쌈장2.4.5.6.13.14.19.<br/>오향장육/석류무쌈10.13.<br/>상추부추겉절이(자)5.6.13.<br/>새송이/통마늘구이2.<br/>무말랭이김치<br/>골드파인애플(50g)"
"3	20200720	참치야채비빔밥5.6.13.<br/>어묵국5.6.1.<br/>통곡물뮤즐리멸치볶음5.6.13.<br/>크리미어니언수제치킨5.6.13.15.<br/>백김치9.<br/>딸기우유2."
"1	20200721	찹쌀밥<br/>티라미수케이크*1.2.5.6.<br/>몽글순두부짬뽕탕18.5.6.8.9.16.17.<br/>뱅어포구이5.6.13.<br/>수제등갈비구이5.6.10.12.13.16.<br/>총각김치9.<br/>바나나라떼"
"2	20200721	찹쌀밥<br/>대패불고기채소덮밥소스(콩나물5.6.10.13.<br/>황태감자달걀국*1.<br/>김치볶음1.5.6.9.13.<br/>수제오징어링튀김1.2.5.6.17.<br/>써핑쿨(복숭아)11."
"3	20200721	카레라이스2.5.6.10.12.13.16.18.<br/>우동국물1.2.5.6.7.9.13.18.<br/>통살새우까스1.5.6.8.9.10.13.17.18.<br/>깍두기9.<br/>무말랭이김치<br/>타르타르소스1.2.5.6.<br/>초록마을 부드러운와플1.2.5.6."
"1	20200722	찹쌀밥<br/>들깨수제비국(중)5.6.<br/>마파두부*5.6.10.12.13.18.<br/>까르보나라쌀스파게티*1.5.6.13.<br/>꼬들단무지<br/>튼튼칼슘롤1.2.5.6.14.<br/>딸기바나나라떼2.13."
"2	20200722	오므라이스/지단포함1.2.5.6.10.12.13.15.16.18.<br/>오므라이스소스*1.2.5.6.11.12.13.16.18.<br/>얼큰콩나물국(중)5.6.9.<br/>갈릭소스닭봉구이1.2.5.6.12.13.15.<br/>양념반달감자튀김(베터웨지)5.6.12.<br/>석박지9.<br/>수박"
"3	20200722	셀프김밥1.2.5.6.8.10.15.16.<br/>미소된장국5.6.<br/>오리훈제구이/머스터드1.2.5.6.13.<br/>깍두기9.<br/>명과수정과"
"1	20200723	찹쌀밥<br/>육개장(고)5.6.9.16.<br/>갈비왕교자*1.5.6.10.16.18.<br/>스팸구이1.2.5.6.10.13.15.16.<br/>열무김치9.<br/>바나나핫케익/딸기쨈1.2.5.6.13.<br/>골드파인애플(50g)"
"2	20200723	쥐눈이콩밥(검정소립콩)<br/>미트볼펜네조림1.2.5.6.10.12.13.15.16.<br/>쇠고기부추영양탕*5.6.9.16.<br/>골뱅이무침/소면*5.6.13.<br/>꽈리고추멸치볶음5.6.13.<br/>총각김치9.<br/>바나나(생과)"
"3	20200723	찹쌀밥<br/>단호박죽13.<br/>쫄면야채무침5.6.13.<br/>통등심돈까스/소스1.2.5.6.10.12.13.16.18.<br/>깍두기9.<br/>오렌지주스13."
"1	20200724	밥/김치볶음/소시지구이/김가루2.5.6.9.10.15.16.<br/>마들렌(초코칩)1.2.5.6.14.<br/>열무된장국5.6.9.17.18.<br/>달걀후라이*1.5.<br/>치즈스틱/케첩1.2.5.6.12.<br/>플리또(사과당근)13."
"2	20200724	찰옥수수밥<br/>동태쑥갓탕(살+곤이)5.6.9.<br/>녹차고추냉이무쌈13.<br/>사각어묵볶음(간장)1.5.6.13.16.17.18.<br/>돈오븐구이5.6.10.12.13.18.<br/>보쌈김치9."
"3	20200724	찹쌀밥<br/>모닝빵감자샌드위치1.2.5.6.<br/>설렁탕/소면1.5.6.13.16.<br/>치커리사과무침13.<br/>소떡소떡꼬치/소스2.5.6.10.12.13.15.16.<br/>석박지9."
"1	20200727	찹쌀밥<br/>떡만두국*1.2.5.6.10.13.16.18.<br/>돈육메추리알장조림*1.5.6.10.13.<br/>멸치고추장볶음*5.6.13.<br/>석박지9.<br/>아이러브요거트(초코볼&크런치)2."
"2	20200727	마크니카레소스덮밥2.5.6.10.12.13.16.18.<br/>우동국물*1.2.5.6.7.9.13.16.18.<br/>취나물무침(자율/건데친)5.6.<br/>깍두기9.<br/>리얼통살생선가스/타르타르1.5.6.13.<br/>멜론(머스크)"
"3	20200727	(자율밥+김자반)5.<br/>영양닭죽15.<br/>불고기바게트샌드위치1.2.5.6.10.15.16.<br/>진미채야채무침5.6.13.17.<br/>석박지9.<br/>포카리스웨트13.<br/>무지개떡40g5.13."
"1	20200728	전복죽5.6.7.13.18.<br/>삶은달걀1.5.6.13.16.<br/>배추김치9.<br/>플리또(석류사과)13.<br/>에그타르트(생지)1.2.5.6.<br/>혼합시리얼(콘푸로/오레오/초코)/2.5.6."
"2	20200728	현미찹쌀밥<br/>두부호박된장국(조)5.6.9.<br/>치즈닭갈비*2.5.6.12.13.15.16.18.<br/>김치단무지어묵잡채1.5.6.8.9.10.13.18.<br/>열무김치9.<br/>에이요요구르트(프로바이오틱)2."
"3	20200728	찹쌀밥<br/>쇠고기미역국5.6.16.<br/>매운돼지갈비찜5.6.10.13.<br/>감자채볶음13.<br/>배추김치9.<br/>과일샐러드1.4.5.12."
"1	20200729	카레새우볶음밥1.2.5.6.9.10.12.13.15.16.<br/>아욱감자된장국5.6.9.<br/>소보로치킨텐더/머스터드1.2.5.6.15.18.<br/>무말랭이김치<br/>딸기두유5.<br/>스마일약과(우리밀)*1.4.5.6.13."
"2	20200729	햄채소볶음밥*2.5.6.10.13.18.<br/>표고미역국5.6.9.<br/>달걀후라이*1.5.<br/>소보로회오리감자튀김1.5.6.12.<br/>배추겉절이9.<br/>수박<br/>꿀떡"
"3	20200729	도토리묵국9.<br/>찹쌀밥<br/>파프리카잡채10.13.<br/>부추파절이13.<br/>제육볶음5.6.10.13.18.<br/>깍두기9.<br/>상하목장 유기농 요구르트2."
"1	20200730	찹쌀밥<br/>한방한우갈비탕*1.5.6.16.<br/>두부조림*5.6.13.<br/>콩나물부추무침5.<br/>깍두기9.<br/>딸기아이스찰떡1.2.5.6.<br/>곡물그대로(롤)1.2.5.6."
"2	20200730	흑미밥<br/>부대찌개1.2.5.6.9.10.12.13.15.16.<br/>비빔막국수/달걀(1/2)5.6.13.<br/>수제언양식숯불고기/어린잎샐러1.2.5.6.10.11.12.13.15.16.18.<br/>깍두기9.<br/>오렌지*"
"3	20200730	김밥볶음밥/구운김1.2.5.6.8.10.15.16.<br/>바지락콩나물국5.18.<br/>삶은달걀1.<br/>궁중떡볶이1.5.6.13.<br/>배추김치9.<br/>올때 메로나 튜브13."
"1	20200731	깍두기스팸볶음밥/달걀후라이1.2.5.6.9.10.13.15.16.18.<br/>콤비네이션(치즈크러스트)1.2.5.6.9.10.12.13.15.16.<br/>카카오크런치뚱카롱1.2.5.6.<br/>미소미역된장국5.6.9.<br/>동치미9.<br/>시원해유(수박우유)2."
"2	20200731	추가밥<br/>잔치국수*1.5.6.<br/>감자핫도그(그릭슈바인)1.2.5.6.10.15.16.18.<br/>저염오이지무침(자)13.<br/>김치볶음1.5.6.9.13.<br/>설레임밀크1.2.5."
"1	20200803	찹쌀밥<br/>블루베리머핀1.2.5.6.<br/>얼큰콩나물국(중)5.6.9.<br/>연탄오리불고기(매콤)/파채/깻잎5.<br/>사각어묵볶음1.5.6.13.16.17.18.<br/>배추겉절이9.<br/>복숭아음료(돌피치)11.13."
"2	20200803	차조쌀밥<br/>참치김치찌개5.6.9.<br/>오향장육/석류무쌈10.13.<br/>상추부추겉절이*5.6.13.<br/>새송이/통마늘구이2.<br/>보쌈김치9."
"3	20200803	찹쌀밥<br/>쇠고기떡국1.16.<br/>크리미어니언수제치킨5.6.13.15.<br/>깍두기9.<br/>연두부찜/양념장5.6.<br/>엔요1002."
"1	20200804	찹쌀밥<br/>달걀찜1.2.5.6.8.9.<br/>등심마니카츠/크림커리1.2.5.6.10.12.13.18.<br/>모듬채소피클<br/>달고나치즈아이스케이크1.2.5.6.<br/>옥수수수프2.5.6.16."
"2	20200804	찰보리밥<br/>부대찌개1.2.5.6.9.10.12.13.15.16.<br/>순대채소볶음*2.5.6.10.13.16.<br/>가자미살빵가루튀김1.2.5.6.13.<br/>깍두기9.<br/>에이요요구르트(프로바이오틱)2."
"3	20200804	현미찹쌀밥<br/>설렁탕/면사리1.5.6.13.16.<br/>치즈불닭2.5.6.12.13.<br/>크링클컷/케첩5.6.12.<br/>석박지9.<br/>식혜"
"1	20200805	대패불고기채소덮밥5.6.10.13.<br/>미소미역된장국5.6.9.<br/>새우쏙쏙가마보꼬스틱1.2.5.6.<br/>아몬드멸치볶음*5.6.13.<br/>핑크보스톤(도넛)1.2.5.6.<br/>석박지9."
"2	20200805	오징어덮밥(김가루포함)5.6.9.17.18.<br/>달걀부추국1.5.6.9.<br/>배추김치9.<br/>치즈소시지핫도그1.2.5.6.10.15.18.<br/>곡물그대로(롤)1.2.5.6.<br/>거봉(국산)"
"3	20200805	카레라이스2.5.6.10.12.13.16.18.<br/>통살새우까스1.5.6.8.9.10.13.17.18.<br/>깍두기9.<br/>수제타르타르소스1.2.5.6.<br/>모닝빵/딸기쨈1.2.5.6.13.<br/>수박과일화채2.11.12.13."
"1	20200806	찹쌀밥<br/>김자반5.<br/>햄치즈샌드위치*1.2.5.6.10.12.13.15.16.<br/>황태감자달걀국*1.<br/>매콤돼지갈비떡찜*5.6.10.13.<br/>무말랭이김치<br/>가나초콜렛우유2."
"2	20200806	강황쌀밥<br/>육개장(고)5.6.9.16.<br/>삼색묵김무침5.6.<br/>수제언양식숯불고기/어린잎샐러1.2.5.6.10.11.12.13.15.16.18.<br/>석박지9.<br/>플리또(오렌지자몽)13."
"3	20200806	차조밥<br/>순두부백탕5.6.9.18.<br/>햄야채계란말이1.2.5.6.10.15.16.<br/>한돈오븐구이5.6.10.12.13.18.<br/>레몬무쌈<br/>배추김치9.<br/>청포도후레쉬(주스)"
"1	20200807	찹쌀밥<br/>우리밀우리쌀초코파이1.2.5.6.<br/>감자버섯수제비국5.6.9.<br/>마파두부*5.6.10.12.13.18.<br/>닭다리살꼬치/치킨소스5.6.15.<br/>배추겉절이9.<br/>딸기우유2."
"2	20200807	혼합십곡밥(10곡)5.<br/>근대콩나물된장국5.6.9.18.<br/>닭갈비*2.5.6.12.13.15.16.18.<br/>옛날소세지전1.2.5.6.10.15.16.<br/>열무김치9.<br/>골드파인애플(50g)"
"3	20200807	김밥멸치주먹밥1.2.5.6.10.15.16.<br/>우동한그릇1.5.6.<br/>깍두기9.<br/>찹쌀쫀도그/케첩1.2.5.6.10.12.15.18.<br/>포도푸딩"
"1	20200818	찹쌀밥<br/>김자반5.<br/>영양닭죽*15.<br/>콤비네이션(치즈크러스트)1.2.5.6.9.10.12.13.15.16.<br/>진미채엿장조림*5.6.13.17.<br/>깍두기9.<br/>바나나우유2."
"2	20200818	흑미밥<br/>온두부/참치김치볶음5.9.<br/>쇠고기버섯무국*5.6.16.<br/>수제매콤떡갈비/소스1.2.5.6.10.11.12.13.15.16.18.<br/>무말랭이무침<br/>수박"
"3	20200818	찹쌀밥<br/>맑은순살아귀탕5.18.<br/>매운돼지갈비찜5.6.10.13.<br/>삼색나물무침/양념장5.6.<br/>깍두기9.<br/>조각파인애플"
"1	20200819	깍두기참치볶음밥/달걀후라이1.5.6.9.16.18.<br/>모듬어묵국*1.5.6.7.13.18.<br/>우리밀허니카스테라1.2.5.6.<br/>토네이도소시지구이1.2.5.6.10.12.15.16.<br/>찐만두(한섬)1.5.6.10.16.18.<br/>초코두유5."
"2	20200819	차조쌀밥<br/>표고미역국5.6.9.<br/>갈릭소스장각구이1.2.5.6.12.13.15.<br/>마파어두부덮밥소스*1.5.6.10.12.13.18.<br/>석박지9.<br/>메로나튜브1.2.5.13."
"3	20200819	찹쌀밥<br/>옥수수스프2.5.6.13.16.<br/>쫄면야채무침5.6.13.<br/>통등심돈까스/소스1.2.5.6.10.12.13.16.18.<br/>깍두기9.<br/>수제후르츠요거트(망고)2."
"1	20200820	찹쌀밥<br/>로키로드쿠키(초코)1.2.5.6.14.<br/>감자짜글이찌개(햄+돈육)1.2.5.6.9.10.13.15.16.<br/>쇠고기장조림1.5.6.13.16.<br/>동전쥐포볶음5.6.13.<br/>짜요짜요(딸기)2."
"2	20200820	차수수밥<br/>로제크림소스스파게티1.2.5.6.9.10.12.13.<br/>오징어무국*5.6.9.13.17.<br/>수육/새우젓*5.6.9.10.13.<br/>석류무쌈13.<br/>치커리사과무침(오렌지소스)1.2.5.6.<br/>보쌈김치9."
"3	20200820	오므라이스밥/지단1.2.5.6.10.12.13.15.16.18.<br/>오므라이스소스1.2.5.6.10.12.13.15.16.18.<br/>우동국물1.2.5.6.7.9.13.18.<br/>알감자버터구이2.5.6.10.13.<br/>배추김치9.<br/>용가리치킨/머스터드1.2.5.6.15.<br/>상하목장 유기농 요구르트2."
"1	20200821	찹쌀밥<br/>근대콩나물된장국5.6.9.18.<br/>오리훈제/숯불소스1.2.5.6.<br/>자장떡볶이*1.5.6.13.16.<br/>에이요요구르트(프로바이오틱)2.<br/>곡물그대로(롤)1.2.5.6.<br/>깻잎무쌈"
"2	20200821	마크니카레소스덮밥2.5.6.10.12.13.16.18.<br/>우리밀마늘빵스틱(생지)2.5.6.<br/>김치콩나물국5.6.9.<br/>소보로회오리감자튀김1.5.6.12.<br/>깍두기9.<br/>워터젤리(망고)"
"3	20200821	찹쌀밥<br/>등뼈감자탕5.6.10.<br/>언양식바싹불고기1.2.5.6.10.12.13.15.16.<br/>순살가자미카레튀김2.5.6.12.13.16.18.<br/>석박지9.<br/>사과13."
"1	20200824	추가밥/김자반5.<br/>전복죽5.6.7.13.18.<br/>고구마케이크*1.2.5.6.<br/>무말랭이김치<br/>스위트플럼주스13.<br/>시리얼(크랜베리/오즈/초코첵스)/2.5.6."
"2	20200824	홍국쌀밥<br/>얼갈이배추들깨국6.5.<br/>애호박느타리버섯볶음5.<br/>치즈떡볶이*1.2.5.6.12.13.16.18.<br/>통등심돈까스/소스1.2.5.6.10.11.12.13.16.18.<br/>배추김치9.<br/>바나나(생과)"
"3	20200824	찹쌀밥<br/>미소된장국5.6.<br/>멸치견과류볶음5.6.13.14.<br/>찐옥수수<br/>김치볶음+김가루9.13.<br/>계란후라이1.5.<br/>스팸구이1.2.5.6.10.13.15.16.<br/>짜먹는요구르트2."
"1	20200825	찹쌀밥<br/>마들렌(초코칩)1.2.5.6.14.<br/>쇠고기두부탕국*5.6.16.<br/>달걀장조림1.5.6.10.13.<br/>총각김치9.<br/>통살새우까스/타르타르1.5.6.9.13.<br/>워터젤리(포도/쁘띠첼)"
"2	20200825	기장쌀밥<br/>구운도넛1.2.5.6.<br/>황태감자달걀국*1.<br/>삼치살엿장조림5.6.13.<br/>연탄오리불고기(매콤)/파채/깻잎5.<br/>깍두기9."
"3	20200825	흑미밥<br/>수제피자핫도그1.2.5.6.12.13.<br/>차승원표닭곰탕&당면사리5.6.15.<br/>영양갈비찜5.6.10.13.<br/>도토리묵무침5.6.13.<br/>석박지9."
"1	20200826	날치알스팸김치볶음밥5.9.10.13.18.<br/>찹쌀쫀도그1.2.5.6.10.15.16.18.<br/>떡만두국*1.2.5.6.10.13.16.18.<br/>무말랭이김치<br/>김구이(개별)<br/>엔요2."
"2	20200826	콩나물밥/양념장5.6.13.16.<br/>두부김치국5.6.9.<br/>크리미어니언수제치킨5.6.13.15.<br/>열무김치9.<br/>무지개떡<br/>멜론(머스크)"
"3	20200826	삼색소보로덮밥1.5.9.10.13.<br/>쇠고기미역국5.6.16.<br/>의성마늘 고기왕 만두 2개1.5.6.10.16.18.<br/>깍두기9.<br/>빠삐코(초코)1.2.5.<br/>초간장1.5.6.10.13.16.18."
"1	20200827	달걀밥(간장+참기름/조)1.5.6.<br/>참치김치찌개5.6.9.<br/>뮤즐리멸치볶음*5.6.13.<br/>싸먹는햄1.2.5.6.10.15.16.<br/>콘치즈마약옥수수사각피자/소스1.2.5.6.10.12.13.15.16.18.<br/>배추겉절이9."
"2	20200827	혼합팔곡(8곡/친환경)5.<br/>유부김가루국5.6.7.9.13.18.<br/>양념깻잎지*5.6.13.<br/>돈육검은깨두부조림5.6.10.13.18.<br/>달걀말이*1.2.5.6.10.12.15.16.<br/>총각김치9.<br/>골드파인애플(50g)"
"3	20200827	찹쌀밥<br/>우렁된장찌개5.6.<br/>오향장육2.5.6.10.13.<br/>비빔막국수3.5.6.13.<br/>보쌈김치9.<br/>딸기우유2."
"1	20200828	추가밥/김자반5.<br/>어묵우동*1.5.6.7.9.13.18.<br/>파운드초코1.2.5.6.14.<br/>치즈스틱/케첩1.2.5.6.12.<br/>꼬들단무지<br/>보쌈김치<br/>플리또(오렌지자몽)13."
"2	20200828	현미찹쌀밥<br/>대패고추장불고기*5.6.10.13.<br/>우렁두부된장찌개(고)5.6.9.<br/>곤드레나물잡채5.6.10.13.18.<br/>보쌈김치9.<br/>수제카레난치즈피자1.2.5.6.12.13.16.18."
"3	20200828	흑미밥<br/>쇠고기당면국5.6.16.<br/>부추발사믹샐러드1.2.5.6.13.<br/>오리훈제구이/머스터드1.2.5.6.13.<br/>레몬무쌈<br/>배추김치9.<br/>도시락김"
"1	20200831	밥/볶음김치/스팸구이/김가루1.2.5.6.9.10.13.15.16.<br/>맑은콩나물국5.9.<br/>스트링치즈어묵바1.2.5.6.<br/>후르츠생크림모닝빵1.2.5.6.11.<br/>아침에주스(오렌지)13."
"2	20200831	찹쌀밥<br/>쫄면채소무침*5.6.13.<br/>만두육개장1.2.5.6.10.13.16.18.<br/>아삭이고추쌈장무침2.4.5.6.13.14.19.<br/>깍두기9.<br/>리얼통살생선가스/타르타르1.5.6.13.<br/>엔요2."
"3	20200831	찹쌀밥(자율)<br/>자장면5.6.10.13.<br/>짬뽕국1.5.6.9.10.13.17.18.<br/>꼬들무채장아찌13.<br/>닭장각오븐구이13.15.<br/>배추김치9."
"1	20200901	찹쌀밥<br/>등뼈우거지국5.6.10.<br/>카레감자햄볶음1.2.5.6.10.12.13.15.16.<br/>갈릭후레이크떡말이1.2.5.6.10.12.13.15.16.<br/>검은콩두유5.<br/>바나나(생과)"
"2	20200901	삼선자장덮밥*5.6.9.10.13.16.17.18.<br/>달걀부추국1.5.6.9.<br/>참나물고추장무침(생데친)5.6.13.<br/>깍두기9.<br/>오렌지주스(요거얌얌)13.<br/>수제치킨퀘사디아1.2.5.6.10.12.13.15.16."
"3	20200901	찹쌀밥<br/>미니팬케이크/메이플시럽1.2.5.6.<br/>부대찌개1.2.5.6.9.10.12.13.15.16.<br/>찹스테이크감자조림1.2.5.6.10.12.13.<br/>청포묵김가루무침1.5.6.13.<br/>석박지9."
